,feature,importances,std_dev
0,Adenine,0.46129533270302653,0.32927230555520504
1,AMP,0.1156554971923224,0.14050547172070582
2,Cytosine,-0.022522996543517693,0.03189432772335724
3,Thymine,-0.016606894451034547,0.008251395475997658
