avg_nano_content,avg_Vanillic acid_weight,soil_type,log_of_diff_length,normalized_value
2.625,1.0894548921758087,soil_alone,-0.8794034238149837,1.0
9.15,0.4182966821559787,soil_nanoplatic,-3.0853182115861273,3.508421877869835
0.995,0.538913559297851,soil_biochar,-0.6131875514708198,0.6972767388267838
4.6575,0.6016376431401407,soil_biochar_nanoplastic,-2.0465787600886305,2.3272353787414946
1.0875,0.8630721114500093,soil_Fe-biochar,-0.23113851633202365,0.26283558839162824
3.5875000000000004,1.2899768350906744,soil_Fe-biochar_nanoplastic,-1.0228313201674437,1.1630968136674387
