avg_nano_content,avg_Histidine_weight,soil_type,log_of_diff_length,normalized_value
2.625,22188.947468409824,soil_alone,9.042268686059115,1.0
9.15,15231.468997056867,soil_nanoplatic,7.417365016123509,0.8202991166983574
0.995,18653.87587227378,soil_biochar,9.838821766873235,1.0880921711652078
4.6575,16101.310443146875,soil_biochar_nanoplastic,8.148177118150915,0.9011208802845394
1.0875,14483.41301870875,soil_Fe-biochar,9.496877859896708,1.0502760081149198
3.5875000000000004,16827.522645366822,soil_Fe-biochar_nanoplastic,8.453315496533884,0.9348666568122171
