avg_nano_content,avg_a-Tocopherol_weight,soil_type,log_of_diff_length,normalized_value
2.625,70.28062178336963,soil_alone,3.287415214466816,1.0
9.15,65.2880265962462,soil_nanoplatic,1.9650547802474936,0.5977507105278165
0.995,154.52644786991053,soil_biochar,5.045377807135116,1.534755264540997
4.6575,124.54672498631388,soil_biochar_nanoplastic,3.2862021230982066,0.999630989306349
1.0875,69.7523842211781,soil_Fe-biochar,4.161070118519051,1.2657573951132097
3.5875000000000004,58.297740604352704,soil_Fe-biochar_nanoplastic,2.788107756877406,0.8481154873920019
