avg_nano_content,avg_lactic acid_weight,soil_type,log_of_diff_length,normalized_value
2.625,66245.51970734718,soil_alone,10.13604221845916,1.0
9.15,18096.16083078247,soil_nanoplatic,7.589701206671687,0.7487835037673553
0.995,25750.665523280477,soil_biochar,10.161228293145726,1.0024848036485778
4.6575,45730.21077026805,soil_biochar_nanoplastic,9.192035602163138,0.9068663492169702
1.0875,28527.954236778052,soil_Fe-biochar,10.174758251969855,1.003819640119512
3.5875000000000004,32571.989470046974,soil_Fe-biochar_nanoplastic,9.113752398218871,0.8991430976502293
