avg_nano_content,avg_Riboflavin_weight,soil_type,log_of_diff_length,normalized_value
2.625,974586.1557633195,soil_alone,12.824687308202245,1.0
9.15,1035842.336602584,soil_nanoplatic,11.63697162618632,0.9073883320916291
0.995,951082.9676910205,soil_biochar,13.770369122122968,1.0737391712713258
4.6575,1026959.3142475912,soil_biochar_nanoplastic,12.303634048515105,0.959371074930311
1.0875,925915.3147570732,soil_Fe-biochar,13.654656572719416,1.0647165302803407
3.5875000000000004,1029888.516198458,soil_Fe-biochar_nanoplastic,12.567505536561539,0.9799463514813167
