avg_nano_content,avg_Ornithine_weight,soil_type,log_of_diff_length,normalized_value
2.625,4369.411961251735,soil_alone,7.41730282034906,1.0
9.15,3576.6525698122373,soil_nanoplatic,5.968428726322826,0.8046629443183433
0.995,4821.7523324949525,soil_biochar,8.485905237257814,1.144068867456387
4.6575,4711.827561397113,soil_biochar_nanoplastic,6.919352305539383,0.9328663630338011
1.0875,3986.2001922957375,soil_Fe-biochar,8.206712239388297,1.106428096325463
3.5875000000000004,4493.952408437525,soil_Fe-biochar_nanoplastic,7.1330322815806575,0.96167467532962
