avg_nano_content,avg_Adenosine_weight,soil_type,log_of_diff_length,normalized_value
2.625,179384.8547632315,soil_alone,11.132207907389907,1.0
9.15,119239.14795715307,soil_nanoplatic,9.475132522866442,0.8511458465105161
0.995,155123.36292413485,soil_biochar,11.956988511005694,1.0740895795764174
4.6575,150833.243108577,soil_biochar_nanoplastic,10.385451331785042,0.932919275150337
1.0875,169364.49029419027,soil_Fe-biochar,11.955926934786623,1.0739942187793587
3.5875000000000004,190665.123989782,soil_Fe-biochar_nanoplastic,10.880818309612673,0.9774178132614327
