avg_nano_content,avg_Threonine_weight,soil_type,log_of_diff_length,normalized_value
2.625,313230.26660364796,soil_alone,11.68961297905172,1.0
9.15,234733.14249283675,soil_nanoplatic,10.152450704737436,0.8685018676778313
0.995,241958.93495910973,soil_biochar,12.401535842311736,1.0609021756781694
4.6575,230998.09895881248,soil_biochar_nanoplastic,10.811685936360929,0.9248968255609425
1.0875,262890.013714596,soil_Fe-biochar,12.395609540905875,1.0603952041114904
3.5875000000000004,353891.7932066422,soil_Fe-biochar_nanoplastic,11.499290895396118,0.9837187010385487
