avg_nano_content,avg_Serine_weight,soil_type,log_of_diff_length,normalized_value
2.625,156280.697899522,soil_alone,10.994328118814975,1.0
9.15,97902.73043948207,soil_nanoplatic,9.277975838928892,0.8438874789493658
0.995,117791.06811553484,soil_biochar,11.68168026669973,1.0625187951875354
4.6575,101475.8305682838,soil_biochar_nanoplastic,9.98909710313475,0.9085682176467029
1.0875,130333.99584247949,soil_Fe-biochar,11.693974149496151,1.0636369974699815
3.5875000000000004,196932.35158696474,soil_Fe-biochar_nanoplastic,10.913159974701953,0.9926172710841588
