avg_nano_content,avg_Cytidine_weight,soil_type,log_of_diff_length,normalized_value
2.625,121043.34709893982,soil_alone,10.738823104869596,1.0
9.15,94825.81400976352,soil_nanoplatic,9.246043071569904,0.8609922131390003
0.995,110759.97338076217,soil_biochar,11.620133278775823,1.082067668430686
4.6575,104810.29489264188,soil_biochar_nanoplastic,10.021428456259272,0.933196157381062
1.0875,110410.1491825346,soil_Fe-biochar,11.528075855620253,1.0734952743930353
3.5875000000000004,101387.14519907888,soil_Fe-biochar_nanoplastic,10.249246007832454,0.9544105445954185
