avg_nano_content,avg_Alanine_weight,soil_type,log_of_diff_length,normalized_value
2.625,175156.1711820615,soil_alone,11.108352365658536,1.0
9.15,137813.42204823575,soil_nanoplatic,9.619902155912932,0.8660062121951454
0.995,148001.070252775,soil_biochar,11.90998732598132,1.0721650640828642
4.6575,151272.7838856605,soil_biochar_nanoplastic,10.388361178315392,0.9351847003369288
1.0875,153223.66859479426,soil_Fe-biochar,11.855772535118929,1.0672845211294377
3.5875000000000004,161811.60538489575,soil_Fe-biochar_nanoplastic,10.716732426678437,0.9647454522426934
