Metabolites_labels,Metabolites,S_1_soil_alone,S_2_soil_alone,S_3_soil_alone,S_4_soil_alone,S_5_soil_nanoplatic,S_6_soil_nanoplatic,S_7_soil_nanoplatic,S_8_soil_nanoplatic,S_9_soil_biochar,S_10_soil_biochar,S_11_soil_biochar,S_12_soil_biochar,S_13_soil_biochar_nanoplastic,S_14_soil_biochar_nanoplastic,S_15_soil_biochar_nanoplastic,S_16_soil_biochar_nanoplastic,S_17_soil_Fe-biochar,S_18_soil_Fe-biochar,S_19_soil_Fe-biochar,S_20_soil_Fe-biochar,S_21_soil_Fe-biochar_nanoplastic,S_22_soil_Fe-biochar_nanoplastic,S_23_soil_Fe-biochar_nanoplastic,S_24_soil_Fe-biochar_nanoplastic
5,Nicotinamide riboside,191121144.17217,846890878.740359,215083119.359757,354420978.122176,565781363.732211,497984570.510932,200758294.935597,503267296.929336,1145949405.91606,917251477.378832,539731415.845635,826101512.411571,721760525.978315,643268792.698412,602576858.756569,943998524.094084,646256394.600959,608535007.517709,615807544.545304,947098175.154931,553997192.15483,605263424.717412,555529969.397793,491224700.601398
5,Biotin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Pantothenic acid,2234988.09317589,1527536.26693304,1634773.02421458,2599699.63417117,433048.715194227,1261860.60588023,1614754.55612532,1157968.58642452,1243953.05498303,1277368.99281856,2185275.54719488,1265079.13846306,1654583.82091458,1750993.41630617,1745075.98981387,1111742.66896137,2162367.73040364,1534793.87260519,2337177.52904305,1003228.27701241,2237341.67744783,2186992.10205328,2082529.70270896,2200676.41460641
5,Pyridoxine,112860.642179421,133539.119003027,98762.7801473311,102298.786205683,141630.708629389,110140.578955943,126059.037347556,104271.72299431,90530.6034810345,111400.333331809,114512.286432817,102233.29016963,102799.342437698,130859.617786003,90056.560357067,108584.389566266,109395.005455366,95602.7691390075,116699.051428658,158844.788213405,101792.510606139,80287.3034588956,93199.1105492308,63572.8699971757
5,Pyridoxamine,0,0,0,0,9786.12219159667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,Pyridoxal,49033.5958004547,84496.2009965753,48681.6403575104,42900.3258342973,61799.7521070445,80217.7168466977,53188.6983315496,78227.7928785006,98709.3903886857,74041.9345759037,52795.2669483819,52185.5514411203,72610.3265505785,75138.2968263689,76649.6449653167,82275.6572953043,63969.3273765004,67039.3965870352,64725.2004956936,313715.087517275,167385.923867035,157366.584208466,115903.766227478,175629.205588649
5,Nicotinic acid,281952.003674183,461951.967887954,381654.324902535,957184.086460508,176703.926697259,456360.917075896,231594.542812949,366403.618415342,927238.052602762,486652.496944343,542826.134523466,494488.674928062,525030.548544327,495029.098892591,722646.854182927,534588.489673622,798446.735066163,399068.406497483,686907.313131673,618073.91439012,625172.206648368,383777.057691781,1233305.16423913,1752865.24113675
5,Nicotinamide,604431.614084868,325413.372492801,553244.322298649,600492.226238312,226599.597905841,251983.227184312,536189.161213496,241706.318673388,124169.814337525,124680.414863983,301429.291391816,109866.888454871,252855.911186055,431908.290157827,803118.734670963,156128.089045845,561374.486202893,276534.003820374,545516.062998063,311964.911821168,368919.827402265,329592.99811368,466883.665496422,838493.120590215
6,Fructose,3266882.40831061,1940142.55467701,3698423.63435172,3241763.89064234,2335844.12783534,3399817.72170167,4428946.12729472,2466473.46180847,3627498.7102645,4093830.58511688,4669788.36935078,6118148.73341159,3498837.0199528,4009874.3384088,4273849.63819182,2757856.62141083,3417202.9261095,4216579.02313241,4032234.81577896,2977790.15472718,5946046.68250957,3821188.82546681,3653008.29222198,4941440.91424908
6,Galactinol,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Glucose/Galactose,3284468.7130035,1949654.90114689,3715467.65020617,3259095.82846494,2347696.13300859,3418237.62818143,4420509.60334247,2477475.49105518,3647376.48829936,4116676.63186847,4696465.26999699,6155319.54654781,3517812.65686048,4032217.9866101,4297915.34560785,2773345.44167176,3435740.17062497,4239072.57123294,4046513.17280764,2993565.85188063,5981339.51814689,3839694.41345934,3672967.1128914,4972723.8214301
6,Lactose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,L-fucose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Maltose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Mannose,3266900.87702838,1940150.76697939,3697081.96350684,3241782.14914648,2335855.19698851,3399837.31160988,4395673.40418441,2466485.51587119,3627520.25308774,4093856.24704113,4669819.31733364,6118193.78570147,3498857.45424094,4009899.24755142,4273876.92993297,2757870.93901368,3417222.6637062,4216605.794085,4032259.92494951,2977806.23697775,5946090.00498909,3821212.06043178,3653030.68336858,4941474.42422497
6,Raffinose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Ribitol/Xylitol,8870.00503799077,20657.6001175183,6691.15067204427,6796.05964586279,6182.84792933376,24169.4044560134,13701.3370908577,18891.6778025799,10020.8553531271,14730.6334911022,8418.66187941484,4566.41934721177,18959.8648496169,11640.2879649993,11492.744811403,18228.7485184117,6908.16090494146,15201.9881971448,4840.73395266088,11536.9260571434,7096.24469953779,13202.6786013347,3864.91746066527,5558.28161584849
6,Ribose,17269.3934627776,65158.1149576126,10830.9561637706,15611.391809728,8388.0744705503,58473.4522304175,28565.2443844125,33764.356186278,14786.5561081331,14312.0012592908,15799.41938219,15574.2887350805,49931.4660604031,17834.1392531893,23754.4306608048,45422.6902317423,20819.7883969704,14806.1466263405,15650.3291723586,42044.1724899169,21174.1051729311,25533.364488482,8871.88123551225,10643.5735089492
6,Sucrose,5994988.79527908,4690698.2114089,5259148.75486404,6815445.87630915,6489292.21806199,8485238.67001534,10847686.4446615,8880006.02410111,4835321.48532642,12234020.6397938,8691745.70869641,2932216.01154242,8622685.86388624,7578402.46278145,7600690.97471597,6060016.47703369,6051967.27130296,6730902.45886813,5293521.36554278,5894247.30322498,7972085.23274025,7977843.1219672,5669061.05138097,5664631.5650397
6,Trehalose,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,Xylose/Arabinose,28275.3459562749,69041.9869991971,23219.2067840341,26863.9247253754,20714.8696678681,58744.6254582227,37891.2614667008,38947.4862374016,26161.7597914058,32502.6301183481,27023.9885632366,20472.4168847181,54708.3605962784,28756.1019296975,33795.9189711649,52241.6434002155,31305.4341354292,26178.4367791949,26897.0712666897,44443.2824990274,31599.343250316,33093.8529651507,21126.7239856633,22721.210967841
