avg_nano_content,avg_Lysine_weight,soil_type,log_of_diff_length,normalized_value
2.625,34330.2930263929,soil_alone,9.478702525949728,1.0
9.15,31382.8171391035,soil_nanoplatic,8.140261917957424,0.8587949559205945
0.995,44046.523826208075,soil_biochar,10.698014255799471,1.1286369866035617
4.6575,42039.70601091717,soil_biochar_nanoplastic,9.107891008392837,0.9608795068162836
1.0875,34671.11972099325,soil_Fe-biochar,10.369780850715445,1.094008470286542
3.5875000000000004,30843.465442681223,soil_Fe-biochar_nanoplastic,9.059224608718395,0.955745217651579
