avg_nano_content,avg_Thiamine_weight,soil_type,log_of_diff_length,normalized_value
2.625,54868.20660482435,soil_alone,9.947608449036146,1.0
9.15,105251.44043054807,soil_nanoplatic,9.350353557964478,0.9399599517681522
0.995,67693.3141087635,soil_biochar,11.1277552382217,1.118636232540888
4.6575,43530.3811483899,soil_biochar_nanoplastic,9.142735567007739,0.9190888055001407
1.0875,51287.15061778258,soil_Fe-biochar,10.761314040517096,1.0817991174109585
3.5875000000000004,58099.0252047801,soil_Fe-biochar_nanoplastic,9.692448583726767,0.974349627187618
