avg_nano_content,avg_Fructose_weight,soil_type,log_of_diff_length,normalized_value
2.625,3036803.1219954197,soil_alone,13.96123501940797,1.0
9.15,3157770.35966005,soil_nanoplatic,12.7516228748492,0.9133592305496434
0.995,4627316.599535937,soil_biochar,15.352500231736643,1.0996520157704264
4.6575,3635104.4044910627,soil_biochar_nanoplastic,13.567669567049474,0.9718101262666671
1.0875,3660951.7299370123,soil_Fe-biochar,15.02935222309539,1.0765059253140998
3.5875000000000004,4590421.17861186,soil_Fe-biochar_nanoplastic,14.06202675678745,1.007219399805201
