avg_nano_content,avg_Xylose/Arabinose_weight,soil_type,log_of_diff_length,normalized_value
2.625,36850.11611622038,soil_alone,9.549533152619688,1.0
9.15,39074.5607075483,soil_nanoplatic,8.35947303364982,0.8753802829991325
0.995,26540.19883942715,soil_biochar,10.191428341747509,1.0672174418235023
4.6575,42375.50622433907,soil_biochar_nanoplastic,9.115846967414875,0.9545856139484848
1.0875,32206.0561700853,soil_Fe-biochar,10.296028309683319,1.0781708534996652
3.5875000000000004,27135.28279224275,soil_Fe-biochar_nanoplastic,8.931134527035837,0.9352430516025585
