avg_nano_content,avg_tryptophan_weight,soil_type,log_of_diff_length,normalized_value
2.625,73291.04902091005,soil_alone,10.237112870062319,1.0
9.15,47896.231735702146,soil_nanoplatic,8.563038231616186,0.8364700419254104
0.995,59261.585185596545,soil_biochar,10.994729112265906,1.0740068271025105
4.6575,57124.79514217465,soil_biochar_nanoplastic,9.414514718563858,0.9196454936133323
1.0875,79103.38259520708,soil_Fe-biochar,11.194629432390508,1.093533848310726
3.5875000000000004,86758.75431886622,soil_Fe-biochar_nanoplastic,10.093431025970373,0.985964612687613
