avg_nano_content,avg_Citrulline_weight,soil_type,log_of_diff_length,normalized_value
2.625,141815.33273792928,soil_alone,10.897200120513515,1.0
9.15,116036.92984357385,soil_nanoplatic,9.447909900855514,0.8670034317411704
0.995,67507.71527121565,soil_biochar,11.125009712466689,1.0209053325105346
4.6575,70861.67011327806,soil_biochar_nanoplastic,9.630006123844804,0.8837137996315887
1.0875,70587.7152598937,soil_Fe-biochar,11.080729919542666,1.0168419224203897
3.5875000000000004,84478.30932606781,soil_Fe-biochar_nanoplastic,10.066794504941827,0.9237964241834482
