avg_nano_content,avg_Inosine_weight,soil_type,log_of_diff_length,normalized_value
2.625,106094.24645395746,soil_alone,10.607002199509962,1.0
9.15,70711.37982240444,soil_nanoplatic,8.952607918943183,0.8440281005463343
0.995,92933.69141323499,soil_biochar,11.444654064100108,1.078971593371485
4.6575,90492.58216353542,soil_biochar_nanoplastic,9.874544337791285,0.9309458178718473
1.0875,100901.93794807573,soil_Fe-biochar,11.43802292879772,1.0783464275444528
3.5875000000000004,112239.93800301428,soil_Fe-biochar_nanoplastic,10.350938581329565,0.9758590020663683
