avg_nano_content,avg_Pentadecanoic acid_weight,soil_type,log_of_diff_length,normalized_value
2.625,11852.764322283507,soil_alone,8.415235499457111,1.0
9.15,10387.903261260235,soil_nanoplatic,7.0346433809047,0.8359413567639935
0.995,25078.336895900076,soil_biochar,10.13477222240596,1.2043361380747788
4.6575,12323.180410330222,soil_biochar_nanoplastic,7.880758530468019,0.9364869861308608
1.0875,12670.486250534324,soil_Fe-biochar,9.36314916669864,1.1126425597124028
3.5875000000000004,10586.461527829942,soil_Fe-biochar_nanoplastic,7.989875668325336,0.9494536033888515
