avg_nano_content,avg_Palmitic acid_weight,soil_type,log_of_diff_length,normalized_value
2.625,183604.264952414,soil_alone,11.15545709044345,1.0
9.15,193212.62016227358,soil_nanoplatic,9.957792641090652,0.8926386933639141
0.995,446385.5842447197,soil_biochar,13.013950937992739,1.1665995245628622
4.6575,234707.91867060124,soil_biochar_nanoplastic,10.827618297318741,0.9706118009807452
1.0875,204117.68602499223,soil_Fe-biochar,12.142570514786643,1.0884870441739964
3.5875000000000004,202012.92763662824,soil_Fe-biochar_nanoplastic,10.938631391450935,0.9805632617978277
