avg_nano_content,avg_Pyridoxine_weight,soil_type,log_of_diff_length,normalized_value
2.625,111865.33188386553,soil_alone,10.659970136884072,1.0
9.15,120525.5119817995,soil_nanoplatic,9.485862847907672,0.8898582947325598
0.995,104669.12835382263,soil_biochar,11.563572037073289,1.084765894142865
4.6575,108074.9775367585,soil_biochar_nanoplastic,10.052101678193566,0.9429765326839661
1.0875,120135.40355910912,soil_Fe-biochar,11.612493264653008,1.0893551403557085
3.5875000000000004,84712.94865286029,soil_Fe-biochar_nanoplastic,10.069568164527107,0.9446150444348674
