count,sum_nano_content,avg_nano_content,variance_nano_content,sum_meta_weight,avg_meta_weight,variance_meta_weight,soil_type,log_of_diff_length,normalized_value
4,10.5,2.625,1.0608333333333337,1252921.0664145919,313230.26660364796,7022524015.906056,soil_alone,11.68961297905172,1.0
4,36.6,9.15,0.4966666666666674,938932.569971347,234733.14249283675,4535270664.994941,soil_nanoplatic,10.152450704737436,0.8685018676778313
4,3.98,0.995,0.005166666666666676,967835.7398364389,241958.93495910973,5879146707.651227,soil_biochar,12.401535842311736,1.0609021756781694
4,18.63,4.6575,1.2631583333333334,923992.3958352499,230998.09895881248,1655106295.201493,soil_biochar_nanoplastic,10.811685936360929,0.9248968255609425
4,4.35,1.0875,0.5772916666666666,1051560.054858384,262890.013714596,3920223435.674259,soil_Fe-biochar,12.395609540905875,1.0603952041114904
4,14.350000000000001,3.5875000000000004,6.222291666666666,1415567.1728265688,353891.7932066422,772400943.2017264,soil_Fe-biochar_nanoplastic,11.499290895396118,0.9837187010385487
