avg_nano_content,avg_Glutamine_weight,soil_type,log_of_diff_length,normalized_value
2.625,611964.9509123497,soil_alone,12.359349394059839,1.0
9.15,558855.4509621285,soil_nanoplatic,11.019892254370014,0.8916239765554652
0.995,453413.9751344803,soil_biochar,13.029573381373833,1.0542280961517374
4.6575,460945.2600275355,soil_biochar_nanoplastic,11.502555749629032,0.9306764768020395
1.0875,467365.7116370065,soil_Fe-biochar,12.970985854631335,1.0494877554691886
3.5875000000000004,672845.365025865,soil_Fe-biochar_nanoplastic,12.141815231490504,0.9823992221893261
