avg_nano_content,avg_succinic acid_weight,soil_type,log_of_diff_length,normalized_value
2.625,1884221.002876358,soil_alone,13.483944136331221,1.0
9.15,2629936.8278895007,soil_nanoplatic,12.568716504764158,0.9321246348758544
0.995,1406110.12336404,soil_biochar,14.161350213981143,1.0502379771675792
4.6575,2018528.2523578175,soil_biochar_nanoplastic,12.97940039239292,0.9625818871068402
1.0875,1568026.3579095826,soil_Fe-biochar,14.18144680566182,1.0517283861664217
3.5875000000000004,1065996.9479928156,soil_Fe-biochar_nanoplastic,12.60196543957195,0.9345904515888002
