avg_nano_content,avg_Pyruvic acid_weight,soil_type,log_of_diff_length,normalized_value
2.625,431669.4408717403,soil_alone,12.010334495113328,1.0
9.15,615211.2029745006,soil_nanoplatic,11.115967028016989,0.9255335088743588
0.995,424469.74193453696,soil_biochar,12.963608544710437,1.0793711490704085
4.6575,614320.2971818438,soil_biochar_nanoplastic,11.789792904268097,0.9816373481575419
1.0875,436425.39481351,soil_Fe-biochar,12.902491238865613,1.074282422701489
3.5875000000000004,117211.3396206357,soil_Fe-biochar_nanoplastic,10.394278324801185,0.8654445327089206
