count,sum_nano_content,avg_nano_content,variance_nano_content,sum_meta_weight,avg_meta_weight,variance_meta_weight,soil_type,log_of_diff_length,normalized_value
4,10.5,2.625,1.0608333333333337,872.1324186205189,218.03310465512973,23177.94955381924,soil_alone,4.419566011432705,1.0
4,36.6,9.15,0.4966666666666674,871.8662742794963,217.96656856987408,12752.477678149944,soil_nanoplatic,3.170587816557487,0.7173979997935741
4,3.98,0.995,0.005166666666666676,500.9534436193693,125.23836090484232,4879.901535314635,soil_biochar,4.835231350563099,1.0940511665749837
4,18.63,4.6575,1.2631583333333334,1087.5448221846382,271.88620554615954,22687.336724974837,soil_biochar_nanoplastic,4.066904793301961,0.9202045591765196
4,4.35,1.0875,0.5772916666666666,979.8607532089641,244.96518830224102,20980.814948437164,soil_Fe-biochar,5.417234627906208,1.2257390462983684
4,14.350000000000001,3.5875000000000004,6.222291666666666,792.2407272578848,198.0601818144712,12322.324021259672,soil_Fe-biochar_nanoplastic,4.011115351983726,0.9075812741811338
