avg_nano_content,avg_Proline_weight,soil_type,log_of_diff_length,normalized_value
2.625,230787.62717530527,soil_alone,11.384172307709624,1.0
9.15,169763.24423984316,soil_nanoplatic,9.82840618512143,0.8633395489336899
0.995,396445.642903575,soil_biochar,12.895306760183901,1.1327399490827192
4.6575,388834.5209286433,soil_biochar_nanoplastic,11.332430312530073,0.9954549181283465
1.0875,381344.54100325925,soil_Fe-biochar,12.767577068583982,1.1215200124771025
3.5875000000000004,300647.66923376627,soil_Fe-biochar_nanoplastic,11.336238742928064,0.9957894554398918
