avg_nano_content,avg_uracil_weight,soil_type,log_of_diff_length,normalized_value
2.625,4809.029177368948,soil_alone,7.51316961245812,1.0
9.15,4133.21910695152,soil_nanoplatic,6.113057947840768,0.8136456732860486
0.995,4595.78060051901,soil_biochar,8.437906442602918,1.1230821181797128
4.6575,3891.3707078551024,soil_biochar_nanoplastic,6.7280379181100605,0.895499271965566
1.0875,4886.302570859837,soil_Fe-biochar,8.410309692006388,1.1194090012370619
3.5875000000000004,5321.439819599343,soil_Fe-biochar_nanoplastic,7.302043607414632,0.9718992095302353
