avg_nano_content,avg_Cysteine_weight,soil_type,log_of_diff_length,normalized_value
2.625,161187.06212906825,soil_alone,11.025239950044858,1.0
9.15,117936.39911314845,soil_nanoplatic,9.464146888286201,0.8584073390845063
0.995,122063.37064221354,soil_biochar,11.717308162174652,1.0627712607857553
4.6575,114139.45599406744,soil_biochar_nanoplastic,10.10669745445701,0.9166873011608141
1.0875,130721.39748879624,soil_Fe-biochar,11.696942116759748,1.0609240406338873
3.5875000000000004,185426.84282682228,soil_Fe-biochar_nanoplastic,10.852960123864253,0.9843740519969452
