avg_nano_content,avg_Glycine_weight,soil_type,log_of_diff_length,normalized_value
2.625,48524.77012298325,soil_alone,9.824748774692003,1.0
9.15,35687.466139503726,soil_nanoplatic,8.268800938304985,0.8416297584733106
0.995,53820.12298210015,soil_biochar,10.898415251165007,1.1092818250211862
4.6575,44663.2927474414,soil_biochar_nanoplastic,9.168428428413339,0.9331972387966492
1.0875,51570.10027339465,soil_Fe-biochar,10.766815847475726,1.0958871411766207
3.5875000000000004,52851.7389686484,soil_Fe-biochar_nanoplastic,9.597790313524653,0.9768993114865205
