avg_nano_content,avg_Adenine_weight,soil_type,log_of_diff_length,normalized_value
2.625,6681.933199876308,soil_alone,7.842081729797749,1.0
9.15,4671.851344536746,soil_nanoplatic,6.235556826336153,0.7951405049303115
0.995,9558.251772567937,soil_biochar,9.170172662168172,1.1693543854974175
4.6575,5986.959654902503,soil_biochar_nanoplastic,7.158860168625426,0.9128775260558343
1.0875,7849.382299285277,soil_Fe-biochar,8.884308635710553,1.1329018163573366
3.5875000000000004,9570.008170280365,soil_Fe-biochar_nanoplastic,7.888933757099702,1.0059744375175188
