avg_nano_content,avg_Thymine_weight,soil_type,log_of_diff_length,normalized_value
2.625,4111.801907604833,soil_alone,7.356535735710385,1.0
9.15,4011.55257616776,soil_nanoplatic,6.083179742181545,0.8269082025459803
0.995,3789.9124360461474,soil_biochar,8.24511073568751,1.1207871519829324
4.6575,3890.774906755545,soil_biochar_nanoplastic,6.727884798101717,0.9145452479001704
1.0875,3851.9524803560325,soil_Fe-biochar,8.17245395250505,1.1109106576936754
3.5875000000000004,3942.70936326409,soil_Fe-biochar_nanoplastic,7.002167840530213,0.9518295148815785
