,feature,importances,std_dev
0,Adenine,0.5094429666622339,0.4633312555475194
1,AMP,0.14961323004875177,0.10739206961786739
2,Cytosine,0.0011642572640165106,0.0070106940070086745
3,Thymine,-0.0009024477855190006,0.004467738795331184
