avg_nano_content,avg_benzoic acid_weight,soil_type,log_of_diff_length,normalized_value
2.625,141686.4849929485,soil_alone,10.896291147478466,1.0
9.15,153141.92265763626,soil_nanoplatic,9.725366490202507,0.8925391547061474
0.995,162897.1808483885,soil_biochar,12.005887030238076,1.101832437087218
4.6575,202163.21301702375,soil_biochar_nanoplastic,10.67835181187818,0.9799987598853102
1.0875,157634.88210457575,soil_Fe-biochar,11.884155281085507,1.0906605853529936
3.5875000000000004,175894.44787767524,soil_Fe-biochar_nanoplastic,10.800183785058042,0.9911798096141489
