avg_nano_content,avg_Uridine_weight,soil_type,log_of_diff_length,normalized_value
2.625,71722.34631353742,soil_alone,10.215476746053042,1.0
9.15,48891.88851398842,soil_nanoplatic,8.583612903356538,0.8402557332111781
0.995,62754.70505258378,soil_biochar,11.052001376924316,1.0818879678028226
4.6575,56151.48554024787,soil_biochar_nanoplastic,9.397329592961443,0.9199110160563277
1.0875,75504.67915439415,soil_Fe-biochar,11.148068424890898,1.0912920367811694
3.5875000000000004,82750.24317153722,soil_Fe-biochar_nanoplastic,10.0461266507781,0.9834222034384863
