avg_nano_content,avg_Ribitol/Xylitol_weight,soil_type,log_of_diff_length,normalized_value
2.625,10753.703868354032,soil_alone,8.317924624063314,1.0
9.15,15736.316819696189,soil_nanoplatic,7.449972614011441,0.8956528161434723
0.995,9434.142517713977,soil_biochar,9.1571031123709,1.1008879649954852
4.6575,15080.411536107724,soil_biochar_nanoplastic,8.08267310788879,0.9717175224822361
1.0875,9621.952277972636,soil_Fe-biochar,9.08792097858781,1.0925707299987952
3.5875000000000004,7430.530594346563,soil_Fe-biochar_nanoplastic,7.635896966505197,0.9180050687661863
