avg_nano_content,avg_Glutathione reduced_weight,soil_type,log_of_diff_length,normalized_value
2.625,10.67837957186047,soil_alone,1.4031402004957572,1.0
9.15,3.6661143050545326,soil_nanoplatic,-0.9146215505811643,-0.6518390323775275
0.995,13.931631677228113,soil_biochar,2.639174456799257,1.880905739759138
4.6575,5.01006315371257,soil_biochar_nanoplastic,0.0729696970551692,0.05200456592248413
1.0875,10.468202326716739,soil_Fe-biochar,2.2644608286162637,1.613852149497381
3.5875000000000004,17.107266813247335,soil_Fe-biochar_nanoplastic,1.562047751992041,1.1132513710605245
