avg_nano_content,avg_Tyrosine_weight,soil_type,log_of_diff_length,normalized_value
2.625,25735.7003345655,soil_alone,9.190553528984262,1.0
9.15,12786.453731783326,soil_nanoplatic,7.242387708018659,0.7880251918644867
0.995,35792.78551416473,soil_biochar,10.490514171953354,1.141445304558578
4.6575,17950.236089065947,soil_biochar_nanoplastic,8.256879722930526,0.8984094044924271
1.0875,33187.3839480208,soil_Fe-biochar,10.326043597139348,1.123549693125021
3.5875000000000004,54194.75083298658,soil_Fe-biochar_nanoplastic,9.62288375355204,1.047040716666775
