avg_nano_content,avg_Arginine_weight,soil_type,log_of_diff_length,normalized_value
2.625,141369.23005110436,soil_alone,10.894049503464005,1.0
9.15,115148.27201360906,soil_nanoplatic,9.440222019453746,0.8665484782726586
0.995,65721.48342277735,soil_biochar,11.09819368558211,1.0187390540178096
4.6575,70845.21369825375,soil_biochar_nanoplastic,9.629773863919873,0.8839480544730287
1.0875,69427.3635505687,soil_Fe-biochar,11.064154872275486,1.015614521373103
3.5875000000000004,85831.5152308659,soil_Fe-biochar_nanoplastic,10.082685947331422,0.9255223178603519
