avg_nano_content,avg_Nicotinamide riboside_weight,soil_type,log_of_diff_length,normalized_value
2.625,401879030.09861547,soil_alone,18.846580785101455,1.0
9.15,441947881.527019,soil_nanoplatic,17.692948638704767,0.9387882523864141
0.995,857258452.8880244,soil_biochar,20.57426255155237,1.091670833354381
4.6575,727901175.381845,soil_biochar_nanoplastic,18.867197025350887,1.0010938981709472
1.0875,704424280.4547257,soil_Fe-biochar,20.289009919708782,1.0765353222982277
3.5875000000000004,551503821.7178583,soil_Fe-biochar_nanoplastic,18.85070374522688,1.0002187643569111
