,feature,importances,std_dev
0,Adenine,0.59694890040253,0.44774490276490075
1,AMP,0.1796190168371466,0.18973028690822671
2,Cytosine,-0.0011421902446194343,0.00485813026093827
3,Thymine,-0.007188580466402384,0.005233054078852162
