avg_nano_content,avg_Salicyllic acid_weight,soil_type,log_of_diff_length,normalized_value
2.625,1659.7906592460877,soil_alone,6.449365868466709,1.0
9.15,1523.655232009808,soil_nanoplatic,5.115113605650915,0.7931188445457192
0.995,690.2129699493523,soil_biochar,6.5420127438921,1.014365268976036
4.6575,862.685092098695,soil_biochar_nanoplastic,5.2215709019234415,0.8096254745685305
1.0875,1623.4035677484303,soil_Fe-biochar,7.3083987080453445,1.1331964811887567
3.5875000000000004,346.30276092283907,soil_Fe-biochar_nanoplastic,4.569857842923946,0.7085747554294664
