avg_nano_content,avg_Methionine_weight,soil_type,log_of_diff_length,normalized_value
2.625,3904.5090114655823,soil_alone,7.304806425025638,1.0
9.15,2323.74507485007,soil_nanoplatic,5.537181540262415,0.7580189286457348
0.995,5848.856431109981,soil_biochar,8.679013981078835,1.188123747036647
4.6575,3819.2085573889904,soil_biochar_nanoplastic,6.709319672711875,0.9184801461304059
1.0875,4505.737909963903,soil_Fe-biochar,8.329225470642516,1.1402390407098684
3.5875000000000004,5233.605674495722,soil_Fe-biochar_nanoplastic,7.285400159941091,0.9973433566948382
