avg_nano_content,avg_Stearic acid_weight,soil_type,log_of_diff_length,normalized_value
2.625,147940.9126311708,soil_alone,10.939487338006991,1.0
9.15,155584.89762471357,soil_nanoplatic,9.741192947761334,0.8904615588262139
0.995,324247.90198755224,soil_biochar,12.694276173626799,1.1604086902247381
4.6575,117874.28042119068,soil_biochar_nanoplastic,10.138895091831287,0.9268162920766669
1.0875,104381.72291287534,soil_Fe-biochar,11.471928387239466,1.048671480918728
3.5875000000000004,108685.70804032485,soil_Fe-biochar_nanoplastic,10.318760002609427,0.9432580964520179
