count,sum_nano_content,avg_nano_content,variance_nano_content,sum_meta_weight,avg_meta_weight,variance_meta_weight,soil_type,log_of_diff_length,normalized_value
4,10.5,2.625,1.0608333333333337,19236.11670947579,4809.029177368948,1469696.42119456,soil_alone,7.51316961245812,1.0
4,36.6,9.15,0.4966666666666674,16532.87642780608,4133.21910695152,153830.20729841935,soil_nanoplatic,6.113057947840768,0.8136456732860486
4,3.98,0.995,0.005166666666666676,18383.12240207604,4595.78060051901,1136386.5625395433,soil_biochar,8.437906442602918,1.1230821181797128
4,18.63,4.6575,1.2631583333333334,15565.48283142041,3891.3707078551024,19766.84644244725,soil_biochar_nanoplastic,6.7280379181100605,0.895499271965566
4,4.35,1.0875,0.5772916666666666,19545.210283439348,4886.302570859837,1757429.7350050025,soil_Fe-biochar,8.410309692006388,1.1194090012370619
4,14.350000000000001,3.5875000000000004,6.222291666666666,21285.75927839737,5321.439819599343,5413623.454257775,soil_Fe-biochar_nanoplastic,7.302043607414632,0.9718992095302353
