avg_nano_content,avg_Valine_weight,soil_type,log_of_diff_length,normalized_value
2.625,118150.63477621967,soil_alone,10.714634759186909,1.0
9.15,82884.7679049748,soil_nanoplatic,9.111452704362208,0.8503745493097554
0.995,108066.83370487994,soil_biochar,11.595517687133944,1.0822130616437253
4.6575,92640.83573058015,soil_biochar_nanoplastic,9.898006490543898,0.9237838445269615
1.0875,99139.30198412547,soil_Fe-biochar,11.420399746860236,1.0658692529923328
3.5875000000000004,117166.02228835039,soil_Fe-biochar_nanoplastic,10.3938916207912,0.9700649489595808
